id;text;target;label;oldtarget
7;"Teko?ly musiikin oppimisessa ja luovuudessa : teoreettinen viitekehys teko?lyn vaikutuksista musiikin oppimiseen ja luovuuteen This thesis explored the application of artificial intelligence (AI) in music education, examining its potential effects and challenges. The study aimed to investigate how AI could be utilized in music teaching and how educators and learners might incorporate AI-based tools into the learning process and creative work.

AI has introduced new ways to learn, teach, and create music. However, it still faces numerous limitations, including technical constraints, creative boundaries, and challenges related to human interpretation. AI offers promising possibilities for composition, notation, guiding independent practice, and personalizing learning.

The research was based on a literature review and empirical testing, assessing both the general use of AI applications and their potential in music education. The study also evaluates a language model and its suitability for tasks such as developing teaching materials, managing administrative work, and enhancing the learning experience.

The findings indicated that AI can play a versatile role in music education. Applications and language models are particularly useful for creating materials, supporting self-directed learning, aiding composition, and tailoring instruction. However, their use requires critical evaluation and pedagogical consideration.

Challenges in AI adoption include the limitations of applications such as inaccuracies in complex tasks, copyright concerns, and integrating AI with traditional teaching methods. While AI cannot replace teachers, it can serve as a valuable supporting tool. 

This thesis may benefit music educators, students, and musicians seeking to integrate AI into their teaching or creative practice. It provides examples of AI applications and discusses their ethical and pedagogical implications. The topic and its analysis also offer insights for the development of other fields.";0;NO_INDICATION_OF_COLLABORATION;0
8;Impact of AI on IT engineers employment in Finland : case Centria UAS This study assesses the dual impact of AI on the Finnish IT job market, specifically analyzing job stability and new employment opportunities for early-career professionals and students at Centria UAS. The survey of 33 respondents found that 54.5% believe that AI will reduce jobs, but 66.7% believe that the demand for AI-skilled engineers is increasing, while only 9.1% approve of Centria UAS preparation, which indicates a lack of AI training, outdated curricula, and limited guidance. The spread of AI technology is opening up new challenges and opportunities, so it is important for educational institutions to reform their curricula, add hands-on training, and offer AI-related courses so that students can gain a competitive advantage by acquiring skills such as machine learning, cybersecurity, and rapid engineering. Therefore, it is important to emphasize technical education and reskilling to address the challenges and opportunities of AI.;0;NO_INDICATION_OF_COLLABORATION;0
55;"Golfkenttien piha-alueiden vaikutus yrityksen vetovoimaan : kyselytutkimus T?m?n opinn?ytety?n tavoite oli kyselytutkimuksen avulla ymm?rt??, millainen merkitys golfkenttien piha-alueilla on yrityksen vetovoimaan ja kannattaako niit? kehitt??. Tutkimuskysymykset olivat: Kiinnitt?v?tk? golfkent?n vierailijat huomiota piha-alueisiin ja mink?laista kehityst? he haluaisivat? Ty?n tilaaja, Nokia River Golf, on vuodesta 2024 toteuttanut uutta pihasuunnitelmaa, jonka tarkoituksena on parantaa piha-alueiden viihtyvyytt?, ottaen huomioon my?s ymp?rist?n?k?kulman. Nokia River Golf on kiinnostunut asiakkaiden n?k?kulmasta, jota t?ss? ty?ss? selvitettiin kyselyn avulla.
Ty?ss? selvitettiin mit? tulee ottaa huomioon, kun mietit??n golfkenttien piha-alueiden kehityst?. N?it? ovat esimerkiksi visuaalisuus, k?yt?nn?llisyys, luonnon huomioiminen ja asiakkaiden mielipiteet. Tutkimus asiakkaiden mielipiteist? toteutettiin kyselyll?, johon p??si vastaamaan Nokia River Golfilla paikan p??ll? olleiden lappujen QR-koodeista tai yrityksen nettisivuille ja sosiaaliseen mediaan jaetuista linkeist? kyselyyn. Kysely oli lyhyt, vain nelj? kysymyst?, jonka toivottiin kannustamaan kyselyyn vastaamisessa.
Kyselyyn vastasi 185 henkil?? ja sen mukaan suurin osa vierailijoista huomioi piha-alueet aina tai usein. Noin 60 prosenttia valitsisi golfkent?n, jolla on runsaasti istutuksia, ja noin 39 prosenttia golfkent?n, jolla on hillitysti istutuksia. Kyselyn vastauksien perusteella kehitys n?hd??n positiivisena. Johtop??t?kseksi tuli, ett? piha-alueilla on rooli yrityksen vetovoimaan viihtyvyyden kannalta. Viihtyis?t piha-alueet ovat t?rke? osa kokonaisuutta.
Ty?n lopussa k?siteltiin my?s viel? sit?, kuinka luonnon monimuotoisuus oli kyselyn vastauksien perusteella v?hemm?n t?rke?? kuin piha-alueiden kehitys yleisesti. Suurin osa vastaajista piti luonnon monimuotoisuutta t?rke?n?, mutta vastauksien eron piha-alueiden kehitys kysymykseen huomasi silti selke?sti.
Todettiin, ett? ty?ss? k?siteltyjen aiheiden tutkimista voisi viel? jatkaa Nokia River Golfilla yksityiskohtaisimmilla kysymyksill?. Esimerkiksi ottamalla tiettyj? alueita tarkasteluun, mik? voisi tuoda tarkempia ja konkreettisempia vastauksia kuin t?ss? ty?ss?, jossa pysyttiin hyvin yleisell? tasolla. Todettiin my?s, ett? olisi hyv? seurata, miten luonnon monimuotoisuuden tukeminen, vastuulliset p??t?kset ja niist? puhuminen vaikuttaisivat yrityksen maineeseen.";0;NO_INDICATION_OF_COLLABORATION;0
56;"Tapahtuma-areenojen ja messukeskusten opastus T?m?n WSP Finland Oy:n tilaaman opinn?ytety?n tavoitteena oli koota esimerkkien avulla erilaisia kehitysideoita ja hyvi? k?yt?nt?j? tapahtuma-areenojen sek? messukeskusten opastuksien suunnitteluun. Kyseisiin kohteisiin ei l?ydy erillist? r??t?l?ity? suunnitteluohjetta sis?tilan opastuksen osalta. N?in ollen tunnistettiin tarve koota ja arvioida erilaisia suunnitteluratkaisuja ja l?yt?? uusia ideoita ja hyvi? toteutusmalleja Suomesta ja ulkomailta. N?it? suunnittelijat voivat jatkossa hy?dynt?? ja jatkojalostaa omassa ty?ss??n.
Tapahtuma-areenojen ja messukeskusten opastuksien suunnittelu on haasteellista vaihtelevien sijaintien ja suurien sek? eri k?ytt?tarkoitukseen soveltuvien tilojen takia. Haasteellisuutta lis??v?t tapahtumien suuret k?vij?m??r?t ja kansainv?lisyys, jolloin opastus on avainasemassa kohteiden saavutettavuuden ja matkaketjujen toimivuuden n?k?kulmasta. Opastuksessa on t?rke?? ottaa huomioon erilaiset k?ytt?j?ryhm?t, jotta tiloista saadaan opastuksen kannalta selke?t ja yhdenvertaiset kaikille.
Tutkittaviksi kohteiksi valittiin sellaisia messukeskuksia ja tapahtuma-areenoita, joista l?ytyy laajasti tietoa ja k?vij?m??r?t ovat merkitt?vi?. Ty?n tarkastelukohteiksi valittiin Suomesta Helsingin Messukeskus, Tampereen Urheilu- ja Messukeskus, Turun Messukeskus sek? Tampereen Nokia Arena. Ulkomailta kohteina olivat Espanjassa Barcelonassa sijaitseva Fira de Barcelona ja Saksassa sijaitseva Frankfurtin messukeskus. Katuverkon opastuksen osalta tutkittiin Ruotsin Stockholm messukeskuksen opastuksia. Kohdetarkastelujen lis?ksi ty?t? varten haastateltiin Tampereen kaupungilta liikennesuunnittelun asiantuntijaa sek? Tampereen Urheilu- ja messukeskuksen edustajaa. Haastatteluissa k?siteltiin Tampereella sijaitsevien messukeskusten ja muiden tapahtuma-areenoiden opastuksia.
Ty?ss? tutkittiin eri tapahtuma-areenojen ja messukeskusten opastuksia ja informaatiota koko matkaketjun osalta. Lis?ksi vertailtiin eri kohteiden internet-sivuilta l?ytyv?? informaatiota ja saatavilla olevia saapumisen ohjeistuksia. Kohteissa oli merkitt?v?sti eroavaisuuksia informaation saatavuudessa. Osassa kohteissa on kerrottu laajasti, mill? ja, miten kohde on saavutettavissa. Kun taas joissain kohteissa on eritt?in suppea ohjeistus. Tie- ja katualueen opastuksessa ei ollut merkitt?vi? eroja Suomessa ja muualla Euroopassa. Ulkoalueen opastuksessa huomiotiin opastusta p??sis??nk?ynnin luona sek? py?r?pys?k?innin osalta, joka oli melko heikko monessa kohteessa. Kest?v?n liikkumisen kannalta olisi merkitt?v?? kehitt?? py?r?pys?k?intipaikkoja sek? -latausmahdollisuuksia. Sis?tilojen opastus messukeskuksissa ja tapahtuma-areenoilla vaatii selkeytt?, esteett?myytt? ja opastuksen jatkuvuutta suurten tilojen ja k?vij?m??rien takia. 
Selke? ja saavutettava opastus on olennainen osa hyv?? k?vij?kokemusta tapahtuma-areenoilla ja messukeskuksissa. Ajantasaiset internet-sivut, visuaaliset kartat ja saavutettavat saapumisohjeet eri kulkumuodoilla edist?v?t sujuvaa ja yhdenvertaista liikkumista. Hyv?ll? suunnittelulla on merkitt?v? rooli suurten tapahtumatilojen saavutettavuudessa, toiminnallisuudessa ja asiakaskokemuksessa.";0;NO_INDICATION_OF_COLLABORATION;0
57;"Vuorov?lin hallinta linja-autoliikenteess? The use of Tampere region's public transport is constantly increasing. In 2024, bus lines 7 and 8 recorded a total of over 8 million boardings. Tampere is planning to launch a 'superbus' service, operated with electric articulated buses, between 2027 and 2031. The aim is to offer a service similar to tram transport, with consistent and frequent headways, to areas where light rail construction is not currently planned. According to the plans, the service will commence in 2027 on line 8 (Annala ? Keskustori ? Haukiluoma), and in 2031, it will expand to include line 7 (Linnainmaa ? Hakamets? ? Keskustori ? Tesoma).

Reasons for unrealible headways were researched by analyzing GPS data from back-end system. A key challenge identified on the pilot routes is poor schedule reliability, primarily stemming from the ineffective traffic light priority system for buses in the city centre, which is caused by sub-optimally placed priority trigger points. Further schedule-related issues include partially unrealistic travel times, excessively short turnaround times, and line changes performed at terminal stops. Nokia Arena, located in the city centre, also causes schedule delays during major public events. Due to their irregular nature, these events have been excluded from the scope of this work. This thesis was commissioned by The Tampere Regional Transport.

Improving traffic light performance through the optimization of priority trigger points is proposed. Indeed, changes already made at some intersections have successfully sped up travel through the area. To improve service regularity, schedules will be based on actual journey times, and traffic supervisors will be equipped with new tools to manage uneven headways.";0;NO_INDICATION_OF_COLLABORATION;0
70;"Urheiluseuran ja sponsorin yhteisty?kumppanuus ? Kuinka luoda lis?arvoa molemmille osapuolille : case: Tampereen Tappara Opinn?ytety?ss? tarkasteltiin urheiluseuran ja sponsorin v?list? yhteisty?kumppanuutta lis?arvon luomisen
n?k?kulmasta. Vaikka globaalisti tutkimuksia urheilun yhteisty?kumppanuuksien lis?arvon luomisesta on
tehty, Suomessa tutkimuksia aiheesta ei juurikaan l?ydy. Tutkimuksen taustalla oli tarve ymm?rt??, mill?
tavoin Tappara ja sen yhteisty?kumppanit pystyv?t kehitt?m??n kumppanuuttaan niin, ett? se hy?dytt??
molempia osapuolia. Tavoitteena oli tunnistaa keskeiset tekij?t, jotka vaikuttavat lis?arvon syntymiseen
seuran, sponsorin ja seuran kannattajien v?lill?.
Tutkimus toteutettiin kvalitatiivisena tutkimuksena puolistrukturoiduin teemahaastatteluin. Haastateltavina olivat seuran myyntip??llikk?, Tapparan kannattajat ja Tapparan yhteisty?kumppanit, joista myyntijohtaja ja yhteisty?kumppanit haastateltiin yksil?haastatteluina videopuhelun v?lityksell?. Seuran kannattajat
haastateltiin Tapparan kotiottelussa Nokia Areenalla. Aineisto analysoitiin laadullisen sis?ll?nanalyysin menetelm?ll? ja jokaisen haastateltavan ryhm?n tulokset analysoitiin teemoittelemalla.
Tuloksissa havaittiin, ett? Tapparalle merkitt?v? lis?arvon l?hde oli sen kyky tuottaa lis?arvoa omille yhteisty?kumppaneilleen, sponsorien omien, suoraa lis?arvoa tuottavien toimien lis?ksi. Kumppaneille lis?arvoa
puolestaan syntyi erityisesti n?kyvyyden, verkostoitumisen ja br?ndin vahvistamisen kautta. Monille sponsoreille t?rke?? oli emotionaalinen side seuraan, sek? mahdollisuus tukea Tapparan junioritoimintaa yhteisty?kumppanuuden avulla. Kannattajien n?k?kulmasta lis?arvo syntyi aktiivisesta sponsoroinnista, joka tarjosi mieleenpainuvia kokemuksia Tapparaan liittyviss? tapahtumissa.
Johtop??t?ksiss? todettiin, ett? yhteisty?kumppanuus on menestyksekk?int?, kun se perustuu vastavuoroiseen arvonluontiin ja pitk?j?nteiseen yhteisty?h?n. Sponsorit arvostivat erityisesti br?ndin n?kyvyytt?, verkostoitumismahdollisuuksia ja mahdollisuutta samaistua vahvaan tamperelaiseen urheilubr?ndiin, kun taas
seura koki hy?tyv?ns? kumppaneiden taloudellisesta tuesta, verkostoista ja maineen vahvistamisesta. Lis?arvo syntyi, kun yhteisty? jatkuu logon?kyvyytt? pidemm?lle ja mahdollistaa osallistumisen seuran toimintaan, tapahtumiin ja yhteiskunnallisiin arvoihin. Yhteenvetona todettiin, ett? lis?arvoa tuottava kumppanuus edellytt?? tavoitteellista yhteisty?t?, jossa molemmat osapuolet ovat aktiivisia arvonluojia.";0;NO_INDICATION_OF_COLLABORATION;0
90;"Toipumisorientaatio mielenterveys- ja p?ihdekuntoutujien asumispalveluissa - ohje omaohjaajalle The purpose of this functional thesis was to create written guidelines for the job description of a personal counsellor working in a housing unit operated by Kotia Palvelut Oy, which offers housing services for persons undergoing mental health and substance abuse rehabilitation. Kotia Palvelut Oy is located in Oulu and Nokia. The purpose was to make a set of clear and comprehensive guidelines that described the work of a personal counsellor to be included in the company's orientation material. The aim of the thesis was to develop the personal counselling expertise of the staff within the framework of recovery orientation.   
The housing unit for mental health and substance rehabilitees supports the rehabilitees in
dividually and as well as possible in shaping their daily lives and provides assistance in var
ious situations. They do rehabilitative work with their clients. Mental health and substance 
abuse work has moved from a professional-centered way of working to a client-oriented 
one. Therefore, the guidelines for the job description of a personal counsellor focus specifically on client involvement. The theoretical framework of this thesis is based on the concept of recovery orientation and emphasizes a motivating, dialogic and solution oriented approach in personal counselling. The conclusion is that personal counsellors play a major role in and are responsible for the daily lives and activities of mental health and substance abuse rehabilitees. A personal counsellor supports the client in different situations, providing them with his/her professional expertise. The guidelines facilitate the orientation of new employees and students. They are not just a to-do list; they discuss the different aspects of personal counsellors? work. The guidelines support the work of the personal counsellor and serve as a tool for them. The commissioner of this thesis regarded the product as good as it considers the client's individuality, inclusion and rehabilitation process in a holistic way. The building of a trust relationship between the personal counsellor and the client and genuine presence were also considered important features of the product.";0;NO_INDICATION_OF_COLLABORATION;0
192;Ty?p?iv?kirja Nokia T?ss? ty?ss? k?sitell??n ongelmanratkaisua ja tiimity?skentely? osana jokap?iv?ist? arkea, sek? mit? ty? testauksen tukemisen insin??ripuolella k?yt?nn?ss? tarkoittaa. Testausinsin??rin? ty?skentelyss? olen osana tuotantoa ja insin??ritiimi?, sek? koko Nokian Oulun tehtaan isoa organisaatiota. Ty?nkuva on jatkuvaa hereill? olemista tuotannon testaukseen liittyvist? asioista ja ongelmista, mutta my?s paljon suunnittelua ja muidenkin asioiden yll?pitoa. Testausinsin??rin? ty?skennelless? p??sen kehitt?m??n projekti-, tiimi-, sek? ongelmanratkaisutaitoja. Ty? tarjoaa paljon haasteita ja jokainen ty?p?iv? onkin uuden oppimista vanhaa tietoa soveltaen.;1;NO_INDICATION_OF_COLLABORATION;0
193;"Evaluation Process of Emulation Platforms Emulators are hardware that has the same constraints as most hardware does. They tend to deprecate over time. For this reason, there is a need to update them regularly to keep up with the demands of current and future system on chip (SoC)development. 
The objective of the thesis is to describe the process step by step of how the most suitable emulator is chosen and what kinds of requirements and practicalities there are to be considered. Requirements were gathered from 
previous evaluations and from the meetings held regarding the evaluation process here at Nokia to update them to represent current needs.
System on Chip (SoC) development involves integrating various digital system components onto a single chip, which offers benefits such as improved power efficiency, performance, size, cost, and reliability. However, the increased complexity of SoCs presents significant challenges for developers and impacts the time-to-market (TTM). Emulation is crucial in modern SoC development, as it allows for thorough testing and debugging before the physical manufacturing of the chip, thereby mitigating costly errors and delays.
The result of this thesis was a description of the evaluation process and what was done during the process. This serves as documentation and as an aid for future evaluation processes.";1;NO_INDICATION_OF_COLLABORATION;0
196;"Developing a Platform for Nokia Radio Product's Functional Testing Every radio product has an extensive amount of measurement and functional tests cases that must be performed. Testing often happens in batches and thus it was a key factor for the thesis project to require as little memorization as possible from the users.
The testing software was created by using Python as the programming language and Qt PySide6 as a GUI framework. Additional Python libraries were used to accomplish the software, namely Pydantic with large data structures and Jinja2 to create reports.
As a result of the thesis, a testing platform that can automate a big portion of the functional tests has been created. The thesis project can automate starting and setting up instruments, running multiple tests in a queue and creating reports from the test results. The testing platform allows doing small edits to test cases without programming knowledge and creating new tests without requiring a solid programming background.
Feedback was used during the software?s development phase to guide the development. After completing the thesis project, feedback was requested again, the future developments were decided based on the feedback.";1;NO_INDICATION_OF_COLLABORATION;0
212;"Oulu Game Labin historiikki The purpose of the thesis was to research Oulu Game Lab and write a history about it. The history tells about the founding of Oulu Game Lab, the perspectives of the original founders, and goes through the different locations in which it operated. Lastly, I?ll explain why the education was decided to be terminated in the fall of 2024.

I wrote the thesis as a functional thesis, which consists of two parts. In the theoretical part, I introduce Oulu Game Lab and talk about the LAB learning model. In addition, I will tell a little about the dismissal situation of Nokia, that happened in 2012, and about the state of the gaming industry in Oulu, starting from 2012. The functional part is the history of Oulu Game Lab.

I gathered information for the history with interviews, in which I interviewed the original creators, LAB-masters and teachers of Oulu Game Lab. In addition to interviews and various articles, I gathered information about OGL from its old website.";0;NO_INDICATION_OF_COLLABORATION;0
229;"Gerontologinen sosiaaliohjaaja ? teht?v?nkuvan muodostaminen : Pirkanmaan hyvinvointialue, L?ntinen: Kangasala, Nokia, P?lk?ne ja Yl?j?rvi The idea of the thesis topic was born when I started working as a gerontological social councellor in the welfare area of Pirkanmaa. The purpose of the thesis was to form a job description of a gerontological social counsellor in the study area. The aim of the work was to support the induction process. The study period was limited to a three-month period from the end of 2023. The study areas were Kangasala, Nokia, P?lk?ne and Yl?j?rvi. 

I collected information on the causes of client relationships and the working methods used by observing concrete work. At the beginning of the theoretical part, I will briefly describe the history of social work for older people up to the present day. The theoretical part of the thesis includes information on the requirements of the work of the gerontological social counsellor, the work process, clientele and its causes, tasks, working environment and cooperation networks. I listed the most common working methods in different phenomena under the different causes of clientele. 

There is a section on the job description of a social worker and how it differs from the job description of a social counsellor, so that you can distinguish between the two. 

The work resulted in a job description for the work of a gerontological social counsellor in the study area. The job description contains information on the qualifications and skills required for the job. The job description includes information about who the job is for, the objectives of the job, the tasks and a description of the working environment. The job description further specifies the specific characteristics of the job. 

The number of elderly people in need of assistance is growing and access to services has deteriorated in the peripheral area of the wealth region. The work of a gerontological social counsellor is responsible and requires a wide range of skills and the ability to make quick decisions. The thesis shows that the work of gerontological social counsellors is a vital service for the most vulnerable older people.";0;NO_INDICATION_OF_COLLABORATION;0
230;"Warm-up protocol for preventing ACL injuries among junior female basketball players Anterior cruciate ligamentum (ACL) is one of the most important ligaments in the knee. The main functions are preventing abnormal tibial movement and supporting joint function. ACL injuries are one of the most common injuries among female athletes, especially with basketball players. Female players tend to injure their ACL 2 to 8 times more likely, compared to male athletes.

This thesis aimed to spread knowledge of ACL injury prevention in junior female basketball players. The objectives of the thesis were to create an evidence-based warmup protocol, for players aged 12-16 years, designed to use by athletes, coaches and physiotherapists. The protocol, which was provided in Finnish and English, was made for BC Nokia Junior association, and it will be instructed to the players and coaches.

Research focused on the anatomy and function of the ACL, intrinsic and extrinsic risk factors, ACL injuries and injury mechanisms in basketball and lastly, ACL injury prevention. By gathering the evidence-based information and recognizing the main point of the preventive mechanisms, the warmup protocol was created.

The protocol includes neuromuscular training, strength, plyometrics training and agility. Exercises and movements are explained; the protocol was designed to be easy to understand, and executable. The warmup protocol differs from previous protocols, since this was designed specifically for adolescent female basketball players. This protocol will be provided to a basketball club, and the feedback will be collected verbally from the players, coaches and physiotherapists.

The risk of ACL injuries is increased with female athletes, although the exact causes remain inconsistent. Prevention programs can reduce the risk, but not eliminate it, especially when the main focus is on neuromuscular training.";0;NO_INDICATION_OF_COLLABORATION;0
234;"Ravitsemusohjaus haavahoidon interventiona The increasing prevalence and chronicity of wounds cause significant harm to patients through repeated treatment visits, pain, and human suffering, while also placing a considerable burden on healthcare resources and finances. Proper nutrition supports wound healing, whereas impaired nutritional status slows the healing process and increases the risk of complications.

This thesis aimed to develop a practical approach to nutritional counseling within the reception services of nurses at the Nokia Social and Health Center, part of the Pirkanmaa Wellbeing Services County. The goal was to enable timely, clear, and easily implementable nutritional guidance for wound patients, particularly for generally healthy clients with acute traumatic or postoperative wounds.

In addition, the thesis classified nutritional interventions for chronic wounds, which require the expertise of nutrition professionals and a multidisciplinary team. In such cases, nurses working in busy outpatient settings are not expected to provide detailed nutritional counseling themselves but should be able to identify risks and refer patients for further evaluation, taking into account underlying medical conditions.

The thesis was carried out as a descriptive literature review to collect evidence-based knowledge on the role of nutrition and nutrients in wound care. Furthermore, a survey was conducted to explore nurses? perspectives and experiences related to nutritional counseling, and a development workshop (Innopaja) was organized in which nurses participated in creating and evaluating practical guidelines. The collected data were analyzed using content analysis. As a result, practical instructions and tools were created to support nurses in providing nutritional counseling. Nutritional counseling was found to be an important part of holistic wound care and to support patient self-care, especially when time and resources are limited. Practical tools may help implement counseling more effectively in clinical settings and increase patient engagement in their own care.";0;NO_INDICATION_OF_COLLABORATION;0
277;"Tablettien k?ytt??notto valmistavassa yrityksess? ja kuormituksen kehitt?minen The purpose of the thesis was to deploy tablet devices in a manufacturing company to aid in production. The company wanted the tablets to improve employee time tracking, flow of information, and subsequent invoicing. The thesis was requested by Laser-Aitta Oy from the southwest of Finland. 

Work for the thesis was carried out on the company?s premises with Nokia T20 tablets that the company had previously bought. To aid in the deployment of tablets, the company?s ERP system had to be studied for parts that involve the tablets. This aided in the making of guides and other important documents for the deployment.  

During work for the thesis, tablets were issued to selected workers, and they were used successfully. Even with the limited deployment, good results were found. Workers can verify essential dimensions on the tablets easier than on paper. Time tracking came more precise due to the time-stamping device being personal to a worker.  

In conclusion, the object of the thesis was mostly met. The tablets are deployed but only used by some workers. Still, Laser-Aitta now has a good basis to continue with the deployment of tablets.";0;NO_INDICATION_OF_COLLABORATION;0
279;"Smart test case editor for OTA testing The purpose of this thesis was to design and implement smart code editor features for the test case editor used in Nokia?s OTA test runner. The existing editor, built on the Monaco code editor, was extended to support intelligent features specifically tailored to the application?s YAML-based, keyword-driven syntax.

The smart features implemented include context-aware autocompletion, error and type validation, hover-based documentation, and document formatting. These were integrated using a custom web worker to ensure that computation occurred off the main thread. This approach ensured that the UI responsiveness remained unaffected during real-time processing.

Different architectural options were explored during the design phase. A client-side solution using web workers was ultimately adopted to minimize dependencies and simplify deployment across the OTA test runner?s continuously updated environments.

The final implementation enabled smoother and more efficient test case designing and editing experience. Furthermore, the work establishes a foundation for further development, such as AI-assisted test generation.";1;NO_INDICATION_OF_COLLABORATION;0
280;"Monitavoitteinen mets?suunnitelma The aim of the thesis was gather information on forest owners interest in multi-obejctional forest planning and to create such forest plan. The study explored how the values and wishes of forest owners can be taken in account more broadly than in a conventional plan. Data was collected trough on the basis of an e-mail survey and telephone interviews. Goal of the study was to create a multi-objective forest plan, that would be more comprehensive than the traditional one. The sample of forest owners was limited to forest owners managing more than 15 hectares of forest in the municipality of Nokia. This gave a wide, but manageable amount of sampling. 

Forest owners who showed interest were interviewed by telephone interview, or by e-mail. Based on these interviews, a forest plot was found that met the established criteria for preparing a multi-objective forest plan as a thesis. A forest stand based plan was created, which included multi-objectional goals, as well as economical sidefactors.  

The forest plan was prepared up for a privately owned forest estate, composing the owner's views, wishes and goals. The work was conducted as a study case. For this reason, the results obtained cannot be generalized to other forests, but the work is its own case. However, it illustrates the diverse values of forest owners and how these can be taken in account in forest planning.";0;NO_INDICATION_OF_COLLABORATION;0
322;"Developing and validating a 5G core test environment using Cumucore : integration with Cumucore Core and Nokia gNB This thesis presents the development and validation of a 5G Standalone (SA) test environment at Turku University of Applied Sciences using the Cumucore 5G core and Nokia gNB. This thesis continues the preparatory tasks completed during an earlier internship by the author, where the laboratory infrastructure and 4G core were deployed but the 5G core installation could not be finalised. The purpose of the thesis was to complete the installation, configuration, and testing of the 5G core and to establish a functional environment suitable for research and teaching within the Autonomous and Intelligent Systems (AIS) research group at Turku University of Applied Sciences.

The implementation involved setting up the server environment, installing the Cumucore 5G SA core, configuring network, routing parameters, and integrating the system with the Nokia gNB. Validation tests included verifying the operational status of the core network functions, confirming N2 and N3 connectivity between the gNB and the core, and testing user equipment registration, authentication, and data-session establishment.

The results demonstrated that the deployed environment successfully supported essential 5G SA procedures, including signalling, authentication, and end-to-end data connectivity. Several configuration challenges were encountered during deployment, but these were resolved through iterative testing and log analysis. The completed test environment provides a stable and flexible platform for future 5G experimentation, education, and research activities at TUAS.";0;NO_INDICATION_OF_COLLABORATION;0
340;"Exploring OD Interventions as a Tool for Enhancing Project Management Success in Tech Companies in Finland The thesis examines how OD practices make project management function effectively for technology companies operating in Finland. The research adopts a qualitative, web-based holistic approach to examine data from seven companies: Vincit, Telia, Supercell, Yle, VTT, FTA, and Nokia.

The research indicates how OD concepts such as learning, leadership development, teamwork, and change management are applied to project work. Outcomes reveal that businesses operating through OD techniques perform better by adapting, innovating, and collaborating effectively. Observing various cases indicates patterns such as implementing agile techniques, transparent communication, and delegating authority to the team.

The study provides insight into how OD can enhance project outcomes and offers recommendations for utilizing OD techniques within technology projects.";0;NO_INDICATION_OF_COLLABORATION;0
397;Improving distributed compilation efficiency for large-scale C++ projects This thesis investigates how large-scale C++ projects can reduce build latency by tuning two open-source distributed compilation systems: Icecream and Distcc. A three-node Ubuntu 22.04 LTS testbed compiled a 400-file Nokia system component using both default and optimised configurations. Results show that an optimised Icecream setup shortens total build time by up to 23?% under high load compared to an equally tuned Distcc setup, while sustaining near-linear scalability up to 16 concurrent jobs per node. The analysis also explores network overhead, fault tolerance during simulated node failure, and task distribution efficiency. The findings are distilled into a configuration model and a set of practical recommendations for engineering teams aiming to improve build throughput in continuous integration environments.;1;NO_INDICATION_OF_COLLABORATION;0
401;"Techno-economic analysis of Compute Express Link in radio networks This thesis examines the transformative role of Compute Express Link (CXL) in addressing critical challenges in modern computing, such as resource utilization, scalability, and performance optimization. With a focus on Nokia?s Cloud-RAN product, the research highlights how CXL?s memory pooling, hardware cache coherency, and high-speed interconnect capabilities enable efficient resource allocation, lower CPU overhead, and reduced latency. By decoupling memory from compute nodes and supporting coherent, multi-host shared memory, CXL provides significant advantages over traditional paradigms like PCIe and kernel-mediated Linux networking.

Through the development of comprehensive cost and performance models, the thesis lays a foundation for evaluating the economic and technical impact of CXL adoption. These models assess key metrics, including memory bandwidth utilization, CPU efficiency, and system throughput, while integrating dimensions such as power consumption and hardware provisioning. While specific simulations highlight the potential of CXL to enhance throughput and optimize resource utilization, these models are designed as a framework for future studies. When real-world data becomes available, the models can be applied to quantify performance and cost implications at a high level, offering a versatile tool for analyzing CXL and other emerging technologies.

The research further explores CXL?s compatibility with multi-tenancy principles, enabling flexible and scalable resource sharing in cloud environments. By reducing stranded resources and overprovisioning, CXL supports cost-effective, logically isolated multi-tenant architectures.

This work contributes to the field by not only demonstrating CXL?s potential benefits but also providing adaptable models for evaluating its impact. These models ensure that future studies can effectively assess CXL?s performance and cost efficiency, guiding the design and optimization of next-generation computing architectures as real-world deployments and data mature.";1;NO_INDICATION_OF_COLLABORATION;0
