id;text;target;label;title;university;author;nokia_score;link;nokia_reasons
240;"Creating a private 5G test network for research and education The usage of mobile networks has risen dramatically after the turn of the millennium. This is especially true for the fifth generation of the technology (5G) which is at the time of writing the latest version to see mass adoption. However, it is largely agreed upon that there is still more to achieve with 5G. Fulfilling all the potential will require more research and the next generations of professionals to be interested in this technology. This thesis aims to contribute to both of these goals. For this thesis, a private 5G test network was created for Turku University of Applied Sciences to be used for further studies and education purposes. 

To achieve the aims of this thesis, previous research and other available material were studied first. Through this analysis, common threads and best practices were identified which were then applied to the design of the test network. The design utilised the excellent access to Nokia Airscale hardware that Turku University of Applied Sciences has for modern and reliable components. 

The finding of this thesis is that the Turku University of Applied Sciences has a private standalone test network for 5G. It can be used for research or hands-on teaching of 5G technology. The design of the test network mirrors the 5G networks that have been in use on campus with the intent that skill transfer between the test environment and enterprise networks will happen efficiently.";0;NO_INDICATION_OF_COLLABORATION;Creating a private 5G test network for research and education;Turun UAS;Rihko, Onni;1;https://www.theseus.fi/handle/10024/910592;"[""Nokia mentioned""]"
241;"Mobiiliverkkojen kehityskatsaus Tämä opinnäytetyö käsittelee mobiiliverkkojen kehitystä ja niiden vaikutusta yhteiskuntaan, liiketoimintaan ja käyttäjäkokemuksiin. Työssä tutkimusmenetelmänä on käytetty kuvailevaa kirjallisuuskatsausta, jossa kirjallisuuslähteisiin perustuen on kuvattu matkapuhelinverkkojen kehityskaarta ja nykytilaa niiden laadun ja ominaisuuksien osalta. Eri mobiiliverkkosukupolvet ovat muokanneet tapaa, jolla ihmiset viestivät, viettävät aikaa ja hyödyntävät digitaalisia palveluja. Työn tavoitteena on antaa lukijalle kattava käsitys siitä, kuinka mobiiliverkkojen kehitys on muuttanut jokapäiväistä elämäämme.

Tutkimuksessa havaitaan, että jokainen sukupolvi on tuonut mukanaan merkittäviä parannuksia tiedonsiirron nopeudessa, kapasiteetissa ja tietoturvassa, mutta samalla myös uusia haasteita kehittyvässä yhteiskunnassa ja infrastruktuurissa. Lisäksi verkkoteknologian käyttöönotto on tapahtunut asteittain eri käyttökohteissa, mikä on vaikuttanut digitaaliseen yhteensopivuuteen ja palveluiden saavutettavuuteen.

Johtopäätöksenä voi todeta, että verkkotekniikan kehitys on jatkuva prosessi, jossa teknologiset innovaatiot ja käyttäjien tarpeet ohjaavat tulevaisuuden verkkoratkaisujen suuntaa. Älykkäämmät ja tehokkaammat verkot avaavat uusia mahdollisuuksia, jotka vaikuttavat digitaaliseen yhteiskuntaan ja sen kehitykseen laajasti.";0;NO_INDICATION_OF_COLLABORATION;Mobiiliverkkojen kehityskatsaus;Turun UAS;Oksanen, Mikael;0;https://www.theseus.fi/handle/10024/882468;"[""No Nokia mention""]"
242;"Implementing a Parameterized and Flexible Test Automation Solution for Airbus Defence and Space Test automation is a key part of modern software development where thorough and well structured testing ensures that systems operate reliably under all conditions. While test automation enhances system reliability, reduces errors and improves testing efficiency, the configuration and maintenance of test environments ofter require significant human effort. Additionally, the limited availability of physical test environments can be a challenge especially when systems are using non-standard hardware. Improving the flexibility and reusability of test automation environments can help address these challenges. By reducing the need for manual configuration cost savings, faster testing cycles and more efficient regression testing can be achieved.

The purpose of this thesis was to implement a parameterized and reusable test automation solution for Airbus Defence and Space to support continuous software testing activities. The objective was to respond to the identified need for a flexible solution that enables automated tests to be executed efficiently across various test environments without the need for resource-intense manual configuration for each setup.

The project was carried out from July to August 2025 and further improvements and maintenance activities continued after that. The implemented solution utilizes parameterization, reusable configuration logic and automated configuration scripts to minimize the need for manual intervention in test environment setup and test execution. The outcome of this project successfully met the need identified at Airbus Defence and Space and has been in active use, increasing test automation coverage across multiple projects.";0;NO_INDICATION_OF_COLLABORATION;Implementing a Parameterized and Flexible Test Automation Solution for Airbus Defence and Space;Turun UAS;Virkkunen, Johanna;0;https://www.theseus.fi/handle/10024/910763;"[""No Nokia mention""]"
243;"Koaksiaali- ja kuituliityntäverkkojen tulevaisuus In a digitized world, communication networks are an important part of everyday life. People need fast and reliable connections for work, study and leisure use. Coaxial and fiber networks are an effective way to offer broadband connections for private and enterprise use. The objective of this thesis is to investigate coaxial and fiber access network technology, and to research how access networks work and what the important standards are in coaxial and fiber networks.

The thesis is conducted through research on studies, literature, and news related to the subject. Fiber technologies are clearly in a class of its own with speed and reliability. Fiber-optic cable has low attenuation and high 
interference tolerance, which makes it the best transmission path in the market. Building a new fiber optic network takes a long time and costs a lot of money. That is why well-maintained coaxial networks will continue to offer a competitive broadband solution for customers for decades to come. By reading this thesis the reader will understand access networks, how cable networks work and the most important PON standards.";0;NO_INDICATION_OF_COLLABORATION;Koaksiaali- ja kuituliityntäverkkojen tulevaisuus;Turun UAS;Manninen, Joonatan;0;https://www.theseus.fi/handle/10024/892445;"[""No Nokia mention""]"
244;"Implementing automated backend and frontend testing using Robot Framework Software testing plays an important role in ensuring reliability, functionality and user experience for applications. As development cycles become shorter, the need for efficient and repeatable testing solutions become more important. The purpose of this thesis was to implement automated backend and frontend testing using Robot Framework to simplify test automation. 

The project was carried out over a three-month period with the goal of creating a functional and maintainable testing environment for Turku PET-Centres radiochemistry laboratory’s in-house scheduling application. Automated test scenarios were designed to validate core application features, maintain high test accuracy and reduce manual workload. To achieve this, external libraries like SeleniumLibrary was used to validate frontend functionality and JSONlibrary was used to validate data responses from the backend. 

As a result, 24 test suites which include over 120 individual test cases, were created to support the testing of further developments. From these 24 test suites, 11 were for the frontend and 13 for the backend. The results demonstrate that Robot Framework offers a powerful and extensible solution for automating tests in both frontend and backend environments. Future improvements may include integrating the framework into a CI/CD pipeline and refining locator strategies to improve test stability and maintainability.";0;NO_INDICATION_OF_COLLABORATION;Implementing automated backend and frontend testing using Robot Framework;Turun UAS;Koivunen, Aleksi;0;https://www.theseus.fi/handle/10024/895033;"[""No Nokia mention""]"
245;"Perehdytysohjeen laatiminen pk-yrityksen tuotesuunnittelijalle Tämä opinnäytetyö tehtiin toimeksiantona IT-Line Oy:lle, ja se pohjautuu yrityksen tarpeeseen kehittää uusien suunnittelijoiden perehdytysohjetta. Kohdeyritys tuottaa ratkaisuja tuotannon ja sisälogistiikan prosessien tehostamiseen ja kaikki ratkaisut tähtäävät erityisesti asiakkaan manuaalityön tehokkuuden parantumiseen ja toimintojen selkeyttämiseen. Ratkaisut tuotetaan yhdistämällä vahva Lean- ja ergonomia-asiantuntijuus innovatiivisen tuotekehityksen kanssa. Tässä opinnäytetyössä käsitellään perehdytystä yleisesti, sen teoriaa ja merkitystä yrityksille.

Opinnäytetyön osana tehtiin laadullinen tutkimus, jonka avulla selvitettiin nykyisten suunnittelutiimiin kuuluvien työntekijöiden kokemuksia perehdytyksestä ja kerättiin heiltä kehittämisehdotuksia. Tulosten avulla arvioitiin suunnittelun perehdytysprosessin ja -ohjeen nykytilaa sekä paikannettiin epäkohtia. 

Kyselytutkimuksen vastauksista ilmeni nykyisen perehdytysprosessin epäkohtia ja puutteellisuuksia. Tulosten perusteella luotiin yritykselle uusi perehdytysohje tukemaan työntekijöitä. Uusi perehdytysohje otettiin yrityksessä käyttöön ja sen jatkokehittämistä pohditaan, kun tulevien rekrytointien kautta saadaan palautetta.";0;NO_INDICATION_OF_COLLABORATION;Perehdytysohjeen laatiminen pk-yrityksen tuotesuunnittelijalle;Turun UAS;Ponkamo, Juho;0;https://www.theseus.fi/handle/10024/880956;"[""No Nokia mention""]"
246;"Turun ja Tampereen lentoliikenteen kehittäminen Tämän opinnäytetyön tavoitteena on antaa erilaisia kehitysehdotuksia Turun ja Tampereen lentoliikenteelle ja -asemille. Tarkoituksena on tuoda esiin kehityskohteet tutkimuksen avulla ja luoda kattava kokonaiskuva nykytilanteesta sekä löytää konkreettisia ratkaisuja asian parantamiseksi. Opinnäytetyö koostuu yleisestä teoriaosuudesta, tutkimusosuudesta sekä omasta havainnoinnista ja pohdinnasta. 

Opinnäytetyön teoriaosuus käsittelee lentoliikennettä ja -asemia yleisellä tasolla sekä käy läpi Turun ja Tampere-Pirkkalan lentoliikennettä. Lentoliikenteen kehittämisessä tietoa kerättiin tiettyjä kriteereitä sekä vertailua käyttäen. Tutkimuksen tulosten perusteella tehtiin havaintoja ja kehitysideoita. Työn tuloksista saatiin selville, että Turun ja Tampereen lentoliikenteen ja -asemien ylläpitäminen on tärkeää sekä kehitettävää on etenkin lentoreittien ja -yhtiöiden määrän lisäämisessä.";0;NO_INDICATION_OF_COLLABORATION;Turun ja Tampereen lentoliikenteen kehittäminen;Turun UAS;Mäkelä, Aleksi;0;https://www.theseus.fi/handle/10024/889782;"[""No Nokia mention""]"
247;"Suomalaisten nuorten aikuisten jaksaminen työelämässä Tämän opinnäytetyön tavoite oli koota yhteen paikkaan ajankohtaista tutkimustietoa ja keskustelua koskien nuorten aikuisten työhyvinvointia, jotta pystytään muodostamaan käsitys siitä, mitkä seikat vaikuttavat nuorten aikuisten jaksamiseen suomalaisessa työelämässä.

Opinnäytetyö rakentuu kolmen asiakokonaisuuden varaan, joista kaksi ensimmäistä perustuu dokumenttianalyysi-menetelmän hyödyntämiseen, ja kolmas asiantuntijan haastatteluun puolistrukturoituna. Työn aikana tarkastellaan suomalaista työelämää ja sen historiaa yleisellä tasolla, syvennytään nuorten aikuisten vointiin ja haasteisiin työelämässä ja tuodaan esiin Turun työllisyysalueen nuorten monialaisen yhteispalvelun aluekoordinaattorin näkemys kyseisestä aihealueesta.

Opinnäytetyön tuotos oli tuoreen tutkimustiedon tuominen yhteen käytännönläheisen nuorten parissa työskentelevän henkilön kokemusten kanssa. Näiden välillä on eroa, mitä painotetaan. Useampi työelämäntutkija mieltää heikon työhyvinvoinnin johtuvan ensisijaisesti työoloista. Nuorten parissa työskentelevä taas nostaa esiin, kuinka kyseessä on pitkäaikainen kehityksen jatkumo, jossa muun muassa perheellä ja koulutuksella on merkittävä rooli tulevan työhyvinvoinnin muodostumiseen.";0;NO_INDICATION_OF_COLLABORATION;Suomalaisten nuorten aikuisten jaksaminen työelämässä;Turun UAS;Rantala, Allan;0;https://www.theseus.fi/handle/10024/896105;"[""No Nokia mention""]"
248;"Ryhmäliikunnan kehittäminen Stretch kuntosalilla Tämä opinnäytetyö käsittelee Lounais-Hämeessä Forssassa sijaitsevan Stretch kuntosalin ryhmäliikuntapalveluiden kehittämistä. Stretch kuntosali oli toiminut kyselyä toteuttaessa Forssassa noin puolentoista vuoden ajan ja sen ryhmäliikuntapalveluita haluttiin kehittää entistä parempaan suuntaan ja ottaa huomioon asiakasnäkökulma. Opinnäytetyön tavoitteena olikin kehittää Stretch kuntosalin ryhmäliikuntapalveluita. Keskiössä oli hyödyntää Stretchillä jo käyviä asiakkaita ja heidän ajatuksiaan syksyn 2025 liikuntatarjottimen luomisessa.
Opinnäytetyön teoreettisena viitekehyksenä hyödynnettiin tutkimustietoa liikkumisen ja fyysisen aktiivisuuden hyödyistä sekä terveysliikunnasta. Opinnäytetyön menetelmänä käytettiin kyselymenetelmää, joka toteutettiin määrällisenä ja laadullisena kyselytutkimuksena. Kysely toteutettiin Webropol-kyselynä. Kyselyn tarkoituksena oli selvittää Stretch kuntosalin asiakkaiden ajatuksia ryhmäliikunnasta ja sen kehittämisestä. Lisäksi aiheesta pidettiin palaveri Stretch kuntosalin ryhmäliikuntaohjaajien kanssa. Opinnäytetyön tuotoksena luotiin syksylle 2025 uusi ryhmäliikunnan lukujärjestys.
Kyselyn tuloksissa kävi ilmi, että asiakkaat olivat pääosin tyytyväisiä sen hetkisiin palveluihin. Lisäksi esille nostettiin vahvasti salin puhtaita ja siistejä tiloja sekä henkilökunnan asiakaspalveluhenkisyyttä. Merkitykseen nousi myös asiakkaiden toiveiden kuunteleminen eri asioissa. Kyselyn tuloksissa asiakkaat pitivät tärkeänä ryhmäliikunnassa erityisesti lajia, kellonaikaa sekä ohjaajaa ja ohjaajan ammattitaitoa.";0;NO_INDICATION_OF_COLLABORATION;Ryhmäliikunnan kehittäminen Stretch kuntosalilla;Turun UAS;Vikman-Heikkilä, Henna;0;https://www.theseus.fi/handle/10024/903521;"[""No Nokia mention""]"
249;"Ravintoloiden digitaalisten myyntikanavien tulevaisuus ja Swuupin visuaalisen ilmeen suunnittelu In my thesis, I design a visual identity and brand guidelines for the pre-ordering system of Swuup. I explore the broader development, challenges, and opportunities of digital sales channels in the restaurant industry, where the adoption of mobile ordering systems provides a significant competitive advantage. Swuup originated from a pivot of the Löytö App and now seamlessly integrates a POS system with mobile ordering, thereby improving restaurants' operational efficiency and customer experience.

Additionally, I examine market trends, competitor solutions, and internal challenges within restaurants, such as the lack of digital skills among staff and the limitations of outdated systems.

Another key theme of my work is the creation of Swuup's brand guidelines, which define the company's visual identity. The brand guide I design includes selected brand colors, typography, and a design system that support both the distinctiveness and user-friendliness of the service. This results in a cohesive visual identity that strengthens Swuup’s position in the digital marketplace and lays a strong foundation for the continued development of the service.";0;NO_INDICATION_OF_COLLABORATION;Ravintoloiden digitaalisten myyntikanavien tulevaisuus ja Swuupin visuaalisen ilmeen suunnittelu;Turun UAS;Östman, Kristoffer;0;https://www.theseus.fi/handle/10024/885710;"[""No Nokia mention""]"
250;"Pelaajien rooli urheiluseuran sosiaalisen median viestinnässä : case-tapaus TPS Salibandy Opinnäytetyön tavoitteena on tarkastella, miksi urheiluseurojen tulisi hyödyntää pelaajia ja heidän henkilöbrändejään entistä aktiivisemmin viestinnässään. Työssä analysoidaan tekemiäni sosiaalisen median videoita TPS Salibandyn miesten edustusjoukkueen sosiaaliseen mediaan sekä näiden videoiden tavoittavuutta sosiaalisen median analytiikan avulla.

Tutkimuksessa keskitytään erityisesti lyhytvideoiden rooliin urheiluseuraviestinnässä sekä siihen, miten pelaajien persoonallisuutta voidaan tuoda esiin lyhytvideoiden kautta. Tarkastelun kohteena on myös se, miksi lyhytvideot tukevat tehokkaasti henkilöbrändin rakentumista urheilukontekstissa.

Case-esimerkit on valittu perustellusti, ja niiden avulla havainnollistetaan, miksi juuri kyseiset sisällöt ovat merkityksellisiä tarkastelun kannalta. Lisäksi työssä esitetään, millaisia vaihtoehtoisia viestinnällisiä ratkaisuja seurat voivat hyödyntää ilman, että viestintä perustuu pelkästään urheilullisiin tuloksiin tai vaatii syvällistä lajituntemusta.

Opinnäytetyö tarjoaa havaintoihin perustuvia ehdotuksia siitä, miksi urheiluseurojen viestinnän tulisi olla monikanavaista, säännöllistä ja sisällöllisesti monipuolista. Työ korostaa suunnitelmallisen ja kohderyhmälähtöisen viestinnän merkitystä erityisesti digitaalisten kanavien hyödyntämisessä.";0;NO_INDICATION_OF_COLLABORATION;Pelaajien rooli urheiluseuran sosiaalisen median viestinnässä : case-tapaus TPS Salibandy;Turun UAS;Seppä, Jenniina;0;https://www.theseus.fi/handle/10024/890674;"[""No Nokia mention""]"
251;"Korttelikeräys pientaloalueella Opinnäytetyönä tehdyn tutkimuksen tavoitteena oli tarkastella korttelikeräystoiminnan hyötyjä ja kehittämismahdollisuuksia, sekä selvittää jätehuollon korttelikeräysmallin palvelun toteutumista ja asukkaiden kokemuksia. Työ tehtiin yhteistyössä Lounais-Suomen Jätehuolto Oy:n kanssa. Taustalla vaikutti tarve parantaa kierrätysastetta, vastata EU:n kierrätystavoitteisiin ja kehittää kestävämpiä jätehuollon ratkaisuja erityisesti haja-asutusalueille. 

Tutkimusaineistona hyödynnettiin asukaspalautekyselyjä sekä jätemäärätilastoja. Kyselyillä kartoitettiin asukkaiden kokemuksia ja näkemyksiä korttelikeräyksen käytännön toimivuudesta. Lisäksi analysoitiin jätepisteiden tyhjennys- ja lajittelutietoja, joilla pyrittiin arvioimaan muutoksia lajittelukäyttäytymisessä ja kierrätysasteessa. Vertailupohjana käytettiin myös aiempia tutkimuksia ja selvityksiä. 

Tuloksissa havaittiin, että korttelikeräys koettiin pääosin toimivaksi, kustannustehokkaaksi ja lajittelua edistäväksi ratkaisuksi. Enemmistö asukkaista oli tyytyväisiä palvelun helppouteen ja kustannuksiin. Lajittelu lisääntyi etenkin bio-, muovi- ja metallijätteissä. Haasteita ilmeni mm. keräyspisteiden sijoittelussa, motivaation vaihtelussa ja kierrätysasteen kasvun hitaudessa. Johtopäätöksenä esitettiin, että korttelikeräys voi merkittävästi tukea kierrätystavoitteita, kunhan sen käyttöönotto suunnitellaan huolellisesti ja asukkaat sitoutetaan tehokkaasti mukaan toimintaan.";0;NO_INDICATION_OF_COLLABORATION;Korttelikeräys pientaloalueella;Turun UAS;Hakalax, Julia;0;https://www.theseus.fi/handle/10024/895870;"[""No Nokia mention""]"
252;Export strategy formulation : focusing on key strategic drivers in Finland’s export trade landscape 2025 This thesis explores the formulation of effective export strategies for Finnish small and medium-sized enterprises (SMEs), with a focus on identifying key strategic drivers relevant to Finland’s export landscape in 2025. Motivated by Finland’s need to enhance its global competitiveness, the study investigates how firms can develop successful export strategies that align with both internal capabilities and international market dynamics. The theoretical framework draws on established models such as the Uppsala Internationalization Model, Porter’s Diamond Model, and SWOT analysis to contextualize strategic decision-making. Empirical data was gathered through qualitative interviews with experienced Finnish executives, offering in-depth insights into practical approaches, challenges, and opportunities in global markets. Findings highlight the importance of cultural understanding, customer proximity, innovation, and localized sales efforts. Despite the small sample size, the data is robust due to the high-level expertise of the interviewees. The study concludes with recommendations for future strategists and policymakers, advocating for adaptive, knowledge-driven export strategies that leverage Finland’s core strengths in innovation, education, and sustainable technologies.;0;NO_INDICATION_OF_COLLABORATION;Export strategy formulation : focusing on key strategic drivers in Finland’s export trade landscape 2025;Turun UAS;Laranne-Borg, Jaana;0;https://www.theseus.fi/handle/10024/897204;"[""No Nokia mention""]"
253;"Shokkitesterit ja niiden markkinat The aim of the thesis was to help Konepaja-Heinä Oy’s employees better understand the technical features of the shock testers acquired through the purchase of Teknopaja Oy and their position within the company’s product portfolio. The thesis also aimed to examine the shock tester market and compare the current devices with others on the market. In addition, it was examined whether it is possible to reach a wider market with the devices. The thesis also considered possible areas of further development of the testers.

The study was mainly based on written sources, such as standards, and interviews with former Teknopaja employees. The thesis explains the principles of shock testing and the requirements set by the most commonly used standards in the field. The thesis also compares Teknopaja’s testers with competing products and examines the requirements for shock testing in other fields.

It was found that Teknopaja’s shock testers are comparable to other devices available on the market. It was also found that the circuit board industry has the most precise standards for shock testing. This means that small modifications to the test equipment could enable access to a wider market.";0;NO_INDICATION_OF_COLLABORATION;Shokkitesterit ja niiden markkinat;Turun UAS;Nipala, Kristian;0;https://www.theseus.fi/handle/10024/904084;"[""No Nokia mention""]"
254;"Jääkiekkoseurojen taloudenhallinta ja sen vaikutus menestykseen Tämän opinnäytetyön tavoitteena oli selvittää, miten jääkiekkoseurojen taloudenhallinta vaikuttaa urheilulliseen ja organisatoriseen menestykseen. Aihe valittiin, koska jääkiekkoseurojen taloudellinen toimintaympäristö on viime vuosina muuttunut yhä vaativammaksi, ja taloudellisten valintojen vaikutukset näkyvät entistä suoremmin seurojen kilpailukyvyssä. Työssä pyrittiin lisäämään ymmärrystä siitä, millaisia taloudenhallinnan käytäntöjä seurat hyödyntävät ja millaisiin tekijöihin menestyksen kannalta keskeiset päätökset perustuvat.
Tutkimuksessa käytettiin kvalitatiivista tutkimusmenetelmää, ja aineisto kerättiin teemahaastattelemalla eri jääkiekkoseurojen taloushallinnosta ja operatiivisesta toiminnasta vastaavia henkilöitä. Haastattelut analysoitiin teoriaohjaavan sisällönanalyysin avulla, jolloin keskeiset taloudenhallinnan käytännöt, haasteet ja menestystekijät voitiin tunnistaa. Menetelmää valittiin, koska se mahdollisti ilmiön tarkastelun syvällisesti ja seurojen oman kokemustiedon kautta.
Tulosten perusteella seurojen taloudenhallinta nähtiin keskeisenä menestykseen vaikuttavana tekijänä. Haastatteluissa korostui erityisesti suunnitelmallisen budjetoinnin, ennakoivan kassanhallinnan ja riskienhallinnan merkitys. Lisäksi havaittiin, että taloudellisesti vakaammat seurat pystyvät panostamaan kilpailukykyiseen pelaajakehitykseen ja pitkäjänteiseen strategiatyöhön, mikä heijastuu suoraan urheilullisiin tuloksiin.";0;NO_INDICATION_OF_COLLABORATION;Jääkiekkoseurojen taloudenhallinta ja sen vaikutus menestykseen;Turun UAS;Seligson, Dennis;0;https://www.theseus.fi/handle/10024/906954;"[""No Nokia mention""]"
255;"Mobiilisovelluksen kehitys teollisuuskäyttöön : sovelluskehitysprojekti nostolavojen kamerasyötteiden tarkasteluun ja ohjausjärjestelmän peilaukseen The goal of this thesis was to develop a functioning prototype of an application for industrial use, which will mirror the control system user interface of the customer’s aerial platforms while enabling real-time access to video streams from the mounted IP cameras. The project was carried out as part of the renewal of an industrial company’s commercial control system solution. The starting point for the development work was to improve usability, increase flexibility, and create a basis for future development.

The application was implemented using the Typescript programming language utilizing the React Native framework in an Expo Development Build environment. The VLC media player library and native modules were used to display the video feeds, which enabled the management of the RTSP and RTP protocols in a mobile application.

The result of the thesis is a prototype that meets the set requirements. Based on the work, it can be concluded that existing research and documentation on industrial mobile applications and React Native-based IP camera integration are both limited and partly outdated. The thesis produced beneficial information about the subject and offers a basis for the development of similar industrial applications.";0;NO_INDICATION_OF_COLLABORATION;Mobiilisovelluksen kehitys teollisuuskäyttöön : sovelluskehitysprojekti nostolavojen kamerasyötteiden tarkasteluun ja ohjausjärjestelmän peilaukseen;Turun UAS;"Kauppila, Ilona; Laamanen, Jessica";0;https://www.theseus.fi/handle/10024/908168;"[""No Nokia mention""]"
256;"Self-management based on self-knowledge and leading own well-being  : effects on work This Thesis aims to find coping methods for today's hectic life, ways to stay fit, and ways to prevent exhaustion or burnout.

The thesis's outcome is to give ideas on how a person can, with self-management and self-knowledge, find new ideas to improve their well-being and how these ideas affect work. This was done using methods such as questionnaires, interviews, and theories.

The main results are that people can and should have a good lifestyle, with nutrition, exercise, sleep, and recovery in balance, to be the best of themselves in life and at work. Employees' role regarding well-being is a key issue that everyone recognizes, and the company should pay more attention to internal things instead of expecting employees to take care of their well-being.";0;NO_INDICATION_OF_COLLABORATION;Self-management based on self-knowledge and leading own well-being  : effects on work;Turun UAS;Varjonen, Heli;0;https://www.theseus.fi/handle/10024/901267;"[""No Nokia mention""]"
257;"Exploring OD Interventions as a Tool for Enhancing Project Management Success in Tech Companies in Finland The thesis examines how OD practices make project management function effectively for technology companies operating in Finland. The research adopts a qualitative, web-based holistic approach to examine data from seven companies: Vincit, Telia, Supercell, Yle, VTT, FTA, and Nokia.

The research indicates how OD concepts such as learning, leadership development, teamwork, and change management are applied to project work. Outcomes reveal that businesses operating through OD techniques perform better by adapting, innovating, and collaborating effectively. Observing various cases indicates patterns such as implementing agile techniques, transparent communication, and delegating authority to the team.

The study provides insight into how OD can enhance project outcomes and offers recommendations for utilizing OD techniques within technology projects.";0;NO_INDICATION_OF_COLLABORATION;Exploring OD Interventions as a Tool for Enhancing Project Management Success in Tech Companies in Finland;Vaasa UAS;Bhandari, Kabita;1;https://www.theseus.fi/handle/10024/886157;"[""Nokia mentioned""]"
258;"How High-Tech Industries Can Reduce Uncertainty on Technological and Market Risk This study assesses the external cooperation, market intelligence, and innovation competencies of Finnish high-tech companies that reduces technology and market risks. It will also explore how these companies, especially Nokia Corporation, manage general uncertainty along with market risks. The objective of this research is to evaluate uncertainty reduction in relation to strategic practices alongside examining high-tech strategies in Finland.

The research was carried out using a descriptive design and both qualitative and secondary sources: academic journals, industry reports, and primary data from a survey. The survey was comprised of 5-point Likert questions aimed at 55 professionals working in R&D, innovation management, and strategic planning within the Finnish high-tech sector.

The study found that that while strategic planning and innovation capability clearly helped to enhance organizational adaptability, market intelligence greatly enabled the reduction of uncertainty. Uncertainty reduction was demonstrated through proactive mitigation of technological market risks. The flexibility and external collaboration were found to be less effective in strengthening organizational adaptability.

The discussion has led to the conclusion that innovation, strategic foresight, and market intelligence are essentially or critically needed tools in managing uncertainties and risks within the high-tech industry. The above insights, together with the recommendations given, are intended to boost these firms' sustained global competitiveness and sustainability levels, thus enriching academic and practical knowledge regarding uncertainty reduction strategies.";1;NOKIA_COLLABORATION;How High-Tech Industries Can Reduce Uncertainty on Technological and Market Risk;Vaasa UAS;Ahmed, Md Hasib;9;https://www.theseus.fi/handle/10024/890309;"[""Nokia mentioned"",""Specific Nokia entity detected (1)""]"
259;"Brand Preference of Mobile Phones  among Students of VAMK in Vaasa  City This study investigates the factors influencing mobile phone brand preference among students at Vaasa University of Applied Sciences, with a focus on different independent variables like brand popularity, price, product attribute, social influence, and marketing communication. Given the prominent role of smartphones in students' daily lives, the research examines how these factors affect their brand selection.

The theoretical framework is grounded in consumer behavior theories, incorporating previous case studies on brand preference and decision-making. A structured questionnaire was used to gather data from 145 students as part of a quantitative research method. IBM SPSS Statistics Version 30.0.0.0 was used for reliability and validity testing, in addition to regression analysis, correlation, and descriptive statistics (Omo-Obas, 2016).

The findings reveal Apple as the most preferred brand, followed by Samsung. Product features, price, and brand popularity significantly influence brand preference, while social influence had no impact, and marketing communication demonstrated a weak negative influence.";0;NO_INDICATION_OF_COLLABORATION;Brand Preference of Mobile Phones  among Students of VAMK in Vaasa  City;Vaasa UAS;Shrestha, Sirjana;0;https://www.theseus.fi/handle/10024/884943;"[""No Nokia mention""]"
260;"Tilintarkastuskertomusuudistus tietoliikennepalvelualan listayhtiöissä : tilintarkastuksen kannalta keskeiset seikat Tilintarkastuskertomus uudistui 15.12.2016 tai jälkeen päättyvien tilikausien kohdalla. Tilintarkastuksen kannalta keskeisten seikkojen esiin nostaminen listayhtiöiden tilintarkastuskertomuksissa on uudistuksen merkittävin uudistus. Tilintarkastuksen kannalta keskeiset seikat ovat niitä seikkoja, joihin tilintarkastaja on kiinnittänyt eniten huomiota tarkastustyössään.

Tutkimuksen tavoitteena on selvittää, mitä tilintarkastuksen kannalta keskeisiä seikkoja tilintarkastajat nostavat esiin Helsingin pörssin tietoliikennepalvelualan listayhtiöiden tilintarkastuskertomuksissa.  Tutkimuksessa keskitytään yhden toimialan tilintarkastuskertomuksiin, jotta mahdolliset yhteneväisyydet saman toimialan sisällä esiin nostetuissa tilintarkastuksen kannalta merkittävissä seikoissa voidaan todeta. Aineisto kerättiin Helsingin pörssin tietoliikennepalvelualan listayhtiöiden tilikausien 2016–2023 vuosikertomuksista. 

Tarkastelemieni Helsingin pörssissä listattujen tietoliikennepalvelualan yhtiöiden tilintarkastuskertomuksissa esiin nostettujen tilintarkastuksen kannalta keskeisten seikkojen lukumäärä vaihtelee 1–4 välillä. Yleisimpinä tietoliikennepalvelualan listayhtiöiden tilintarkastuskertomusten esiin nostettuina tilin-tarkastuksen kannalta keskeisinä seikkoina voidaan tarkastelemieni tilintarkastuskertomusten pohjalta pitää liikearvon arvostamista ja liikevaihdon tulouttamista.";0;NO_INDICATION_OF_COLLABORATION;Tilintarkastuskertomusuudistus tietoliikennepalvelualan listayhtiöissä : tilintarkastuksen kannalta keskeiset seikat;Vaasa UAS;Öling, Mirca;0;https://www.theseus.fi/handle/10024/879198;"[""No Nokia mention""]"
