title;university;author;date;nokiaScore;link;abstract;isNokiaProject;evidence
Fokusoitumista, kung ho:ta ja arvojohtamista: Yhtiön sisäisen kriisiytymisen ja länsimaisen talouslaman vaikutus Nokia Oyj:n johtamiskulttuuriin 1980-luvun lopussa ja 1990-luvun alussa;Tampere University;Roslöf, Miikka;2026;9;https://trepo.tuni.fi/handle/10024/233179;"Tutkin pro gradu -tutkielmassani Nokia Oyj:n johtamiskulttuuria. Tutkimuskysymys työssäni on, miten Nokia Oyj:n johtamiskulttuuri navigoi ja kehittyi 1980-luvun lopulla tapahtuneen yhtiön sisäisen kriisiytymisen ja 1990-luvun alun länsimaisen talouslaman seurauksena? Alakysymykset tutkimuksessani ovat seuraavat: Millainen oli yrityksessä vallinnut ilmapiiri ja kulttuuri, ja mikä niiden merkitys oli johtamiskulttuurin näkökulmasta? Mikä johtamiskulttuurissa säilyi haasteiden läpi sekä miten Nokia uudistui vastaamaan haasteisiin? 

Lähdeaineistona tutkimuksessani toimivat itse toteuttamani historialliset muistitietohaastattelut. Tämä valinta tekee pro gradu -tutkielmastani realistisen muistitietotutkimuksen, jossa etsin mitä on tapahtunut ja mikä on muistelijan oma kokemus. Se toimii johtamiskulttuurin kontekstissa nostaen esiin niitä piirteitä, jotka ovat jääneet muistelijan mieleen. Tämä kuitenkin pakottaa pohtimaan muistitiedon luonnetta, jossa asioita tarkastellaan jälkikäteen, useiden vuosien jälkeen ja jo lopputulos tiedostaen. Tätä olen lähtenyt ratkaisemaan keskittymällä kerrontaan ja kokemukseen. Tutkimuksessani muistitieto kertoo, miten ja millaisille tekijöille Nokian silloinen johto jälkikäteen antaa merkitystä kriisiytymisen ja laman kehyksessä. Haastattelin tutkimustani varten viittä eri Nokian johtajaa. He ovat työskennelleet matkapuhelinryhmässä tai aktiivisesti sen parissa. Tämän vuoksi matkapuhelinryhmä on merkittävä analyysin kohde tutkimuksessani. Itse haastattelutilanteet toteutettiin etänä ja ne olivat puolistrukturoituja. Olin ilmoittanut etukäteen käsiteltävän aiheen ja valmistellut haastattelurungon. Kaikilta haastateltavilta kysyttiin samankaltaisia kysymyksiä, mutta heillä on ollut myös mahdollisuus korostaa heille merkityksellisiä teemoja. 

Tutkimukseni perusteella Nokian johtamiskulttuurin kannalta keskeisin murros liittyy Nokia Oyj:n sisäiseen kriisiytymiseen 1980-luvun lopulla. Aikaisempi yritysostoihin perustuva kasvustrategia loi vaikeita taloudellisia haasteita, joihin Nokia Oyj:n täytyi sopeutua. Sopeutuminen tarkoitti monialayhtiön liiketoimien uudelleenjärjestelyä ja uudelleen tarkastelua, jossa liiketoimista joko luovuttiin tai ne saatiin kannattaviksi. Samalla toteutettiin hallintouudistuksia, jotka toivat hallintoa takaisin järjestelmälle. Aikaisemmin Nokia Oyj:n toimintaa oli rasittanut johtamiskiistat, epäselvät valtasuhteet ja yhtiön sisäinen valtakamppailu. 1990-luvun alun länsimainen lama oli haasteellinen Nokialle etenkin idänkaupan loppumisen kannalta. Erityisesti Nokian perinteiset liiketoimialat kärsivät heikoista kotimarkkinoista ja idänkaupan lakkaamisesta. Tämä pakotti yhtiön etsimään uusia markkinoita ja fokusoimaan liiketoimintaansa. Ilman idänkaupan loppumista on mahdollista, että fokusoituminen matkapuhelinmarkkinoille olisi tapahtunut hitaammin ja Nokia Oyj olisi menettänyt ensiliikkujan edun. Tutkimukseni osoittaa 1980-luvun lopun sisäisen kriisiytymisen ja 1990-luvun alun länsimaisen laman toimineen murroskohtana ja kiihdyttäjänä, jotka pakottivat Nokian muuttamaan johtamistaan ja strategiaansa. Johtamiskulttuurissa oli kuitenkin paljon jatkuvuutta, kuten suomalaisen kulttuurin arvostamien arvojen ilmeneminen. Läpi kriisien työntekijöihin luotettiin, työnteko oli ennakkoluulotonta, vapaata ja nopeasti reagoivaa. Nämä vahvistivat sisäistä motivaatiota ja edesauttoivat liiketoiminnallista onnistumista.";NO;The thesis studies Nokia as its research subject, but there is no evidence it was commissioned by or conducted in collaboration with Nokia.
Selecting a State Management Strategy for Modern Web Frontend Applications;Tampere University;Evergreen, Prosper;2023;9;https://trepo.tuni.fi/handle/10024/148362;"State management system plays an essential role in any application. Just as the circulatory system in a living organism aids in transporting nutrients and other vital materials from where they are produced to where they are used to keep the body alive and healthy, the state management system of an application defines how data is controlled, distributed and moves around within the application. However, managing the state of an application could quickly get complex and if not properly addressed, could lead to various issues with the application.
The purpose of this research work is to provide a strategy for managing the state of a modern frontend web application to avoid common state-related pitfalls that could arise in the lifetime of an application.
To achieve this goal, the thesis work provides a guideline that answers the questions on what should be considered when choosing a state management system and how the states of a frontend application should be handled. To show the effectiveness of this guideline, a case study was conducted on an application called Nokia Test Automation Platform (NTAP) which is an automated test-line solution developed at Nokia. The case study involved re-implementing the NTAP state management system based on the proposed strategy and then comparing the results of similar tests taken before and after the re-implementation.
The result of this work includes the identification of features of frontend state and frontend state management, a strategy for modern frontend web state management and the re-implementation of the state management system of NTAP.";NO;kia appears only as the case study application NTAP, with no indication the thesis was commissioned by or done in collaboration with Nokia.
Network element credential verification in MantaRay NM;Tampere University;Laulainen, August;2025;8;https://trepo.tuni.fi/handle/10024/227217;"Computer networks are a central part of critical infrastructure in modern society. At their current scale, networks have become so complex and extensive that, without standardized network management functions and systems, maintaining their operation and reliability would be extremely challenging. This thesis explores network management (NM), with a particular focus on Nokia's Network management system (NMS), MantaRay NM. The goal of this work is to develop a test automation program for MantaRay NM, which will verify the correctness of the credentials entered for network elements within the management system.

The thesis is divided into two parts. The first part involves a literature review on network management and the MantaRay NM system. This review also includes an examination of MantaRay NM's internal application, Network Element Access Control (NEAC), and the network protocols it uses, which are essential for implementing the test automation program. The literature review revealed that network management is guided by standards such as ITU-T X.700: Management Framework for Open Systems Interconnection (OSI) for CCITT applications. This standard defines five key network management functions, which can be implemented using various protocols, such as the Simple Network Management Protocol (SNMP). These network management functions are utilized in network management systems to monitor and maintain various network elements, such as 4G and 5G base stations and the networks they form.

The second part of the thesis focuses on the development of the test automation program using the Python programming language. The purpose of this program is to retrieve the credentials entered into NEAC for different protocols and test their functionality on the network elements. The program identifies which protocols have been assigned to a selected network element in NEAC and indicates which protocols passed the tests and which did not. This information is valuable for troubleshooting during the integration of network elements.

The result of this work is a functional test automation program that, in addition to protocol-specific test functions, includes features such as logging and error handling. The program effectively identifies potential error-prone points during troubleshooting. Test functions for five of the most used protocols have been implemented, and in the future, the testing capabilities could be expanded to cover a larger number of protocols, further automating the troubleshooting process.";YES;The thesis develops a test automation program specifically for Nokia’s MantaRay NM and its internal NEAC application.
Tapahtumaliikenne osana kaupunkiliikennettä;Tampere University;Haikonen, Onni;2025;1;https://trepo.tuni.fi/handle/10024/228699;"Suurtapahtumien aiheuttama kuorma kaupunkiliikenteelle on merkittävä. Liikenteen käyttäjien moninkertaistuminen asettaa kaupunkiliikenteen eri kulkumuodot entistä alttiimmiksi ruuhkautumiselle. Tapahtumaliikenteen rooli suurtapahtumien järjestämisessä on suuri, koska tapahtumapaikkojen saavuttaminen riippuu toimivasta liikennejärjestelmästä.

Tämän työn tavoitteena on tutkia, mitkä asiat vaikuttavat tapahtumaliikenteen ominaisuuksiin sekä järjestämiseen. Työn toisena tavoitteena on tarkastella, miten kaupunkiliikenteen eri kulkumuodot otetaan huomioon tapahtumaliikennettä järjestettäessä. Tapahtumaliikenteen järjestämiseen tutustutaan myös Nokia Arena -esimerkin avulla. Työ on toteutettu kirjallisuustutkielmana, jossa pääasiallisina lähteinä on käytetty kansainvälisiä tieteellisiä julkaisuja aihepiirin ympäriltä.

Tapahtumaliikenteen luonne koostuu useasta eri tekijästä. Tapahtumaliikenteen luonteeseen vaikuttavien tekijöiden tunnistaminen on tärkeä osa liikennejärjestelyiden suunnittelua sekä toteuttamista. Tapahtumaliikenteeseen vaikuttaa tapahtuman ajankohta, kesto, sijainti, tyyppi, markkinointialue, alueen tyyppi, odotettu osallistujamäärä sekä yleisön huomiointi. Tapahtumaliikenteen suunnittelua voidaan tehdä esimerkiksi aiempien vastaavanlaisten esimerkkien pohjalta.

Tapahtumaliikenteen järjestämistä tutkitaan tässä työssä henkilöautoilun, aktiivisten kulkumuotojen (pyöräily ja kävely) sekä joukkoliikenteen näkökulmasta. Henkilöautoliikenteen hallinta koostuu erilaisista strategioista, joihin kuuluu tiedottaminen, liikenteenohjauslaitteet, reittien optimointi, pysäköintisuunnitelma sekä liikenteen kysynnän hallinta. Aktiivisten kulkumuotojen järjestämistä edistetään infrastruktuurin parannusten sekä mainonnan avulla. Joukkoliikenteen käyttöä voidaan taas tehostaa tapahtuman aikaisten järjestelyiden, onnistuneiden käyttäjäkokemusten sekä tapahtuman järjestäjien ja joukkoliikenteen tarjoajien yhteistyöllä.

Työssä perehdytään myös Tampereella sijaitsevan Nokia Arenan tapahtumaliikenteen järjestelyihin. Areena on sijaintinsa puolesta erittäin hyvin saavutettavissa niin kestävin kulkumuodoin kuin henkilöautolla. Areenan läheisyydessä sijaitsee joukkoliikennepysäkkejä sekä pysäköintitilaa autoille ja muille kulkumuodoille. Liikennejärjestelyt vaihtelevat areenalla järjestettävien tapahtumien mukaan. Areenalla järjestettävät tapahtumat jakautuvat liikennejärjestelyiden näkökulmasta konsertteihin (15 000 katsojaa) sekä urheilutapahtumiin (5 200–8 000 katsojaa).

Tulevaisuuden tutkimuskohteiksi työssä tunnistettiin tapahtumaliikenteen ympäristövaikutukset. Myös työssä tärkeänä pidetyt näkökulmat turvallisuus sekä sujuvuus voitaisiin valita yksityiskohtaisempaan tarkasteluun. Kaupunkiliikenteen kulkumuodoista sähköpotkulautojen rooli tapahtumaliikenteessä olisi myös ajankohtainen aihe tulevaisuuden tutkimuksille.";NO;kia appears only as Nokia Arena in Tampere as a case example, with no indication of collaboration or work for Nokia.
Verbs in Topic Headings of Mobile Phone User Instructions: Use, Usability and Cultural Effects;Tampere University;Tapaninen, Maija;2023;1;https://trepo.tuni.fi/handle/10024/147752;"The aim of this study was to discover and examine how verbs are used in the topic headings of four different mobile phone companies’ user manuals. The companies included in the study were Apple, Samsung, Nokia and Bullitt Group. In addition, the aim was to compare the different ways of using verbs in how usable they are according to some heuristics. The final purpose was to explore the differences between the four different mobile phone manufacturers and their respective uses of English. The study is based on primary data from the forementioned companies’ user instructions and background material focusing on technical communications, verbs, headings and the status and characteristics of English in the US, the UK, Finland and South Korea. 

The study was done by first collecting all relevant headings from nine instruction manuals from all four companies into excel files. Every manual had its own sheet in the excel file and all headings were organised onto their own rows. Different columns represented different characteristics of verb, for example active voice, present tense and auxiliary use. The headings were marked either one (1) or nothing in each column according to if they had the characteristic or not, for example if a heading had one lexical verb in present tense base form it would have 1 marked in the columns for verb, base form and present tense. When all headings and manuals were analysed, all results were collected into tables and the thesis presents tables for the collective results of all four companies results, results for each individual manual and the collective results of all the data. The results are presented in their own chapter and discussed in the “Discussion” chapter in two sub-chapters focusing on the first two aims of the study in the first one and then focusing on the third aim in the second one. 

The results show that the most common construction of topic headings did not have a verb at all. The average heading that included a verb had one verb and that verb was in present tense, active voice and in the -ing form. In addition, the verb was dynamic, and the heading does not have modal or auxiliary verbs or recognisable aspect. Some of these characteristics were expected, but it was interesting to see how the use of some characteristics divided, for example the use of -ing versus base form and if the headings had verbs or not. As for usability, the headings were mostly highly usable. The only threats to usability in heading construction are making the verb construction more complicated or longer than it needs to be for the user to understand what it precedes or using a verb where it is not needed. As for the final aim of comparing the results from different companies, the study showed that there were differences in how the four companies used verbs in their headings. Apple had the most variability across all characteristics compared to the other companies and internally across different manuals, for example Apple was the only company that went from preferring -ing form to preferring base form. Other companies were more uniform internally but had some differences between them. Nokia was the most uniform internally with little headings and very little variability.";NO;kia is only one of four companies analyzed in the study, with no sign of collaboration or commissioning by Nokia.
High latency incident detection with machine learning : A case study of an LTE private network in a port terminal;Tampere University;Ibrahim, Amr;2025;1;https://trepo.tuni.fi/handle/10024/225895;"Reliable and low-latency wireless communication is a cornerstone for industrial environments nowadays, especially in an automated port terminal, where disruptions and high latency can impact operational efficiency and safety. Thus, this thesis work investigates the capability of machine learning to detect high-latency peaks on the device level so that the Nokia operations team can be informed early about them and hence troubleshoot the network as early as possible before dramatic impacts occur.

This machine-learning problem is a supervised classification-learning problem. LTE Key Performance Indicators (KPIs) were used as training features, where these KPIs are measured on a cell level every 15 minutes in a private LTE network deployed in an automated port terminal. Conversely, the latency on a device level every 10 seconds was collected from the same network and utilized as the model label. The main challenge of the model training is the class imbalance of the label, where only 0.14% of the data samples contain high-latency labels. Class balancing techniques were applied to the data such as down-sampling the majority class and over-sampling the minority class. After that, linear, tree-based, and Support Vector Machines (SVM) training models were selected to train the data.

The final outcome was achieving 0.83 recall and 0.5 precision in detecting high-latency incidents. Furthermore, the features used by the tree-based algorithms during the training were analyzed. It was found that the cell-level average latency, the Physical Resource Block (PRB) usage, residual Block Error Rate (BLER), and re-transmission rate in the Radio Link Control (RLC) layer were the strongest features being used to detect high-latency short-time peaks on the device level.

This thesis is split into three parts. Firstly, the theoretical part in Chapter 2 and Chapter 3. Chapter 2 demonstrates the foundation of private cellular networks, types of deployments, applications, key enablers, and challenges. Moreover, this chapter illustrates the sources of latency in an LTE network and how it can be minimized in a private LTE network. In Chapter 3, data analysis, collection, and preprocessing, along with, types of machine learning, algorithms, model training, and evaluation are showcased. Secondly, in Chapter 4, the methodology followed in this work is explained in terms of the case study description and the tools utilized. Thirdly, the key outputs are reported in Chapter 5.";YES;The abstract says the model is intended to inform the Nokia operations team early so they can troubleshoot the network.
Real-World Photorealistic Novel View Synthesis with Consumer Devices;Tampere University;Win, Nokia;2024;0;https://trepo.tuni.fi/handle/10024/157761;"Novel view synthesis is a technique employed in computer graphics to generate images, allowing an object or a scene to be observed from different perspectives. Lately, there has been a surge of interest in novel view synthesis methods. The increase in interest is thanks to the advancement in deep learning technologies. Currently, the most known successful methods are neural radiance fields and 3D Gaussian Splatting (3D-GS). Many studies have successfully optimized these methods to render real-world photorealistic scenes, although they require heavy computational power. Consequently, the practical application of these methods may be compromised due to their demanding computational power.
This thesis aims to explore novel view synthesis methods such as Nerfacto, Splatfacto, 3DGS, and few-shot sparse view Gaussian Splatting (FSGS) for consumer devices. The Nerfacto and Splatfacto methods are Nerfstudio’s optimized implementations of NeRF and 3D-GS. The research involves training these methods on three different datasets and evaluating the results. Two of the datasets originate from the dataset provided by the Local Light Field Fusion (LLFF) research, and the third dataset is instead captured with a smartphone application. The experimentation phase proceeds to test Nerfacto, Splacto, 3D-GS, and FSGS methods with the datasets from the LLFF dataset. Subsequently, the testing will continue with the smartphone dataset, where only the Nerfacto and Splatfacto methods will be evaluated.
The findings from the research indicate that the FSGS outperforms other methods. However, observations have shown that both Splatfacto and 3D-GS can generate photorealistic scenes given enough computing power or when appropriate optimization techniques are applied. Therefore, further studies focusing on optimizing the NVS methods will be critical for achieving photorealistic scenes with consumer devices. This advancement could potentially make it possible to explore real-world photorealistic scenes within virtual reality or augmented reality.";NO;The page only shows the author name as 'Win, Nokia' and provides no indication of collaboration with or work for Nokia company.
"""Täähän on aika arvaamatonta tää maailma tässä hetkessä"": ilmastonmuutokseen sopeutuminen Nokian kaupungissa";Tampere University;Asell, Milla;2024;0;https://trepo.tuni.fi/handle/10024/156729;"Tämä tutkimus syventyy ilmastonmuutokseen sopeutumiseen kuntatasolla, tapauksena Nokian kaupunki. Ilmastonmuutokseen sopeutuminen on tarpeellista, sillä globaalin ilmaston muuttuessa yhteiskuntien on sopeuduttava näiden muutosten seurauksiin. Ilmastonmuutokseen sopeutuminen on kuitenkin erityisesti pienille kunnille vielä melko uutta, joten aiheen tutkiminen Nokian kaupungin kontekstissa luo arvokasta tietoa sopeutumistyöstä ja sen haasteista. Kunnilla on merkittävä rooli sopeutumistyössä, sillä valtaosa sopeutumistoimista tehdään alue- ja paikallistasolla. Tutkimuksessa tutkitaan kuntien sopeutumista Nokian kaupungin tämänhetkisten ja lähitulevaisuuden sopeutumistoimien sekä toimeenpanon haasteiden kautta. Tutkimuskysymykset ovat ”Millaista ilmastonmuutokseen sopeutuminen on kuntatasolla?” sekä ”Mitä sopeutumistoimia Nokian kaupunki tekee ja suunnittelee, ja mitä haasteita siihen liittyy?”

Teoreettisessa viitekehyksessä määritellään ilmastoriskien, ilmastonmuutokseen sopeutumisen sekä sopeutumistoimien käsitteet. Ilmastoriskejä ovat muun muassa myrskyt, rankkasateet ja helteet ja näihin pyritään sopeutumistyöllä vastaamaan joko reaktiivisesti tai ennakoiden. Sopeutuminen tarkoittaa todellisiin ja todennäköisiin muutoksiin sopeutumista, jossa negatiivisia vaikutuksia pyritään lieventämään ja vastaavasti positiivisista vaikutuksista hyötymään. Sopeutumistoimet ovat niitä toimia, joilla sopeutumistyötä toimeenpannaan kunnissa.

Tutkimus on tehty laadullisena eli kvalitatiivisena tutkimuksena. Aineistonkeruumenetelmänä oli teemahaastattelu, jossa haastateltiin kolmea Nokian kaupungin asiantuntijaa, jotka olivat energia- ja ilmastoasiantuntija, tilapalvelujohtaja sekä kaavoitusarkkitehti. Haastattelu suoritettiin ryhmähaastatteluna kaikkien haastateltavien läsnä ollessa Nokian virastotalolla maaliskuussa 2024. Analyysimenetelmänä tutkimuksessa käytettiin aineistolähtöistä sisällönanalyysia.

Tutkimuksen perusteella muutamia hankkeita on suunniteltu ja toimeenpantu. Näiden lisäksi myös hallinnollisia muutoksia kaupunkiorganisaation sisällä on tehty muun muassa sopeutumistoimien edistämiseksi, kuten energia- ja ilmastoasiantuntijan viran sekä poikkihallinnollisen ilmastotyöryhmän perustaminen. Lähitulevaisuuden sopeutumistoimien osalta nousi esiin muun muassa kosteustasapainon tarkempi huomiointi, julkisivujen värien soveltuvuuden huomiointi, luontopohjaisten ratkaisujen lisääminen, energiantuotantoon ja -varastointiin liittyvät seikat sekä systemaattisen linjan omaksuminen sopeutumistyölle. Haasteiden osalta korostuivat ilmastonmuutokseen sopeutumisen kokonaisuuden hahmottamisen vaikeus, skenaarioiden moninaisuus ja toteutumisen epävarmuus sekä ennakoimattomuus, resurssien puute, hallinnonalojen sitouttamisen haasteet, kaavoitukseen ja maankäyttöön liittyvät haasteet sekä heijastevaikutukset. 

Nokian kaupungissa ilmastoriskit tunnistetaan kattavasti, mutta sopeutumistyö on vielä alkutekijöissään. Tutkimuksessa korostui ilmastonmuutokseen liittyvät epävarmuudet ja ennakoinnin haasteet, jotka yhdessä muiden haasteiden kanssa vaikeuttavat sopeutumistoimien toimeenpanoa. On kuitenkin tärkeää, että kaupunki tunnistaa nämä haasteet, sillä se voi edesauttaa sopeutumistyötä. Vaikka kuntien rooli on merkittävä ilmastonmuutokseen sopeutumisen edistämisessä, muidenkin toimijoiden, kuten kuntalaisten ja yritysten, osallistumista tarvitaan.";NO;kia refers to the city of Nokia as the case study, not the Nokia company.
Kiviainesten ympäristöselosteet : Ympäristövaikutukset ja niiden vertailu;Tampere University;Koivuranta, Linnea;2026;0;https://trepo.tuni.fi/handle/10024/234489;No abstract available;NO;The thesis page shows a civil engineering bachelor's thesis with no mention of Nokia, collaboration, internship, or Nokia-related unit.
Rakennusprojektit osana Tampereen kaupunkibrändiä;Tampere University;Castagno, Federico;2024;0;https://trepo.tuni.fi/handle/10024/155003;No abstract available;NO;The thesis page describes a bachelor's thesis on Tampere city branding with no mention of Nokia collaboration, commissioning, or work at Nokia.
Legitimizing the Tampere Deck Arena: Analyzing tension points to identify how a growth coalition legitimized their vision using place making strategies;Tampere University;Luukkanen, Aurora;2024;0;https://trepo.tuni.fi/handle/10024/155549;"The Tampere Deck Arena serves as an example of the large-scale growth oriented urban development projects that are increasingly encouraged by global neoliberal processes, such as inter-urban competition and commodification of places. This thesis examines the motivations to build the Tampere Deck Arena and the way the vision of it was legitimized within its political-economic context.
I employ Molotch’s growth machine theory to showcase the motivations behind the Deck Arena by comparing the case of Tampere to two contemporary growth machine cases in Europe. To understand how it was legitimized, I use the concept of place making to identify what meanings the key actors of the project wanted the Deck Arena to have.
The objects of the analysis are tension points in a feedback compilation from the early planning phases of the arena project. By applying the method of Flyvbjerg et al., I identify problematic power relations apparent in the responses to the feedback and derive four place making strategies revealed in them.
My discussion finds that the Deck Arena project was motivated by its perceived growth potential that the growth coalition behind its development – and in their interpretation the whole city – stood to gain benefits from and that the Deck Arena was legitimized with a problematic value-free perception of it. The findings also suggest that the global relevance of urban development projects is an important way to for contemporary growth coalitions to legitimize their projects.";NO;The thesis concerns the Tampere Deck Arena urban development project and contains no indication it was commissioned by or conducted with Nokia.
Tietoliikenneyrityksen onnistuminen konseptinvalinnassa;Tampere University;Niemi, Olli;2024;0;https://trepo.tuni.fi/handle/10024/157566;"Tietoliikenneala on erittäin kilpailtu, jonka seurauksena korostuu yritysten kyky toteuttaa standardoinnin vaatimukset sekä kehittää ja luoda uusia tuotteita ja palveluita paremmiksi. Asiakkaiden tarpeet ja mieltymykset kehittyvät jatkuvasti, mikä pakottaa yrityksiä reagoimaan kysynnän muutoksiin. Paremmilla innovaatioilla yritys pyrkii tyydyttämään asiakastarpeet ja samalla saavuttamaan kilpailuetua suhteessa muihin alalla toimiviin yrityksiin. Kilpailuetua, kyvykkäillä tuotteilla, ei kuitenkaan pysty saavuttamaan ilman asianmukaista tuotekehitysprosessia. Optimaalisen konseptivaihtoehdon valitseminen on yritykselle tärkein, mutta myös haastavin vaihe tuotekehityksessä. Tämän työn tarkoituksena on keskittyä tutkimaan, kuinka tietoliikenneyritys pystyy onnistumaan konseptinvalinnassa paremmin hyödyntämällä valintakriteerejä ja -menetelmiä. 

Työ toteutetaan kirjallisuuskatsauksena. Aluksi esitellään tuotekehitys ja sen vaiheet yleisellä tasolla, jonka jälkeen syvennytään konseptointiin osana tuotekehitystä. Tässä yhteydessä tarkastellaan, mikä konseptoinnin tarkoitus on yritykselle ja mistä vaiheista se koostuu. Seuraavaksi tutustutaan kirjallisuudessa esiintyviin konseptinvalintakriteereihin ja -menetelmiin. Lopuksi tarkastellaan millaiset tekijät ohjaavat konseptinvalintaa tietoliikennealalla sekä arvioidaan löydettyjä valintamenetelmiä asiakasvaatimusten, joustavuuden ja helppokäyttöisyyden perusteella. 

Tutkimuksen perusteella tietoliikenneyritykset arvioivat konseptivaihtoehtojaan asiakasvaatimusten ja - hyödyn perusteella. Lisäksi konseptin soveltuminen yrityksen strategiaan ja resursseihin on keskeinen arviointikohde. Konseptinvalintaan käytettävä valintamenetelmä on myös tärkeässä asemassa, koska eri menetelmät soveltuvat erilaisiin tilanteisiin. Konseptinvalintamenetelmien avulla yritykset pystyvät lisäämään luotettavuutta ja läpinäkyvyyttä valintaprosessiin sekä käyttämään valintakriteerejä systemaattisesti osana konseptien arviointia. Tutkimus osoittaa matriisipohjaisten valintamenetelmien olevan soveltuvimpia asiakasvaatimusten ja helppokäyttöisyyden puolesta, kun taas epävarmuuden sisällyttävät menetelmät ovat joustavimpia.";NO;The page describes a literature review about telecommunications companies in general and contains no indication of Nokia collaboration, commissioning, internship, or internal use.
Valmistavan tuotannon rooli yrityksen ja sen toimitusverkoston arvonluonnissa;Tampere University;Heikkinen, Tuomas;2024;0;https://trepo.tuni.fi/handle/10024/162541;No abstract available;NO;The thesis page shows only a Tampere University bachelor's thesis and contains no indication of Nokia collaboration, commission, employment, or Nokia lab/team involvement.
Tornimuuntamoiden arvo ja uudiskäyttö : Tarkastelussa Tampereen kaupunkiseutu;Tampere University;Laaksosaari, Konsta;2024;0;https://trepo.tuni.fi/handle/10024/156404;"Sähkönsiirtoon on Suomessa liittynyt monenlaista rakentamista ja mielenkiintoisia vaiheita. Tässä kandidaatintyössä käsitellään sähkönsiirrossa käytössä olleita tornimuuntamorakennuksia ja niiden asemaa Suomessa. Tutkielmassa käsitellään tornimuuntamoiden arkkitehtonista arvoa, Tampereen kaupunkiseudun kohteita ja tornimuuntamoiden uudiskäyttöä. Tutkimus pohjautuu aiheen kirjallisuuskatsaukseen, kohdevierailuihin ja kuvamateriaalin analyysiin.
Työ jakautuu kolmeen käsittelyosaan. Ensimmäisessä osassa perehdytään sähkönsiirron historiaan ja muuntamorakennuksiin yleisesti. Tämän jälkeen työssä käsitellään tornimuuntamoiden arvoa osana rakennuskantaa ja rakennussuojelun merkitystä tornimuuntamoiden kohdalla. Samalla pohditaan esimerkiksi syitä tornimuuntamoiden purkamiselle. Kulttuuriympäristöjen ja maisemien ohella ensimmäisessä osiossa käsitellään vielä tornimuuntamoiden luomaa paikan tuntua, paikan identiteettiä ja tyhjiin rakennuksiin liittyviä merkityksiä. Osion lopussa perehdytään tornimuuntamoiden ja taiteen välisiin yhteyksiin.
Työn toisessa osiossa käsitellään Tampereen kaupunkiseudun tornimuuntamokohteita. Osiossa on listaus alueella sijaitsevista kohteista sekä rakennuksiin liittyvää perustietoa, historiaa ja arkkitehtuurin luonnehdintaa. Tampereen kaupunkiseudun kohteet on luokiteltu kolmeen ryhmään: tyyppimallisiin tornimuuntamoihin, arkkitehtien suunnittelemiin kohteisiin sekä muihin tornimuuntamokohteisiin. Kolmanteen ryhmään kuuluvat työmaamuuntamot ja puurakenteiset tornimuuntamot. Osion lopussa luodaan kokonaiskuvaa Tampereen tornimuuntamoiden nykytilasta ja rakentamisen taustatekijöistä.
Kolmannessa työn osiossa käsitellään tornimuuntamoita uudiskäytön kohteena. Osiossa ensimmäisenä luodaan katsaus Tampereen kaupunkiseudun kohteiden tilarakenteisiin ja sijainteihin sekä luodaan yhteyksiä näiden muuttujien ja uudiskäytön välille. Kolmannessa osiossa on myös esimerkkejä jo toteutuneista uudiskäytön ratkaisuista. Näiden yhteydessä pohditaan, millaiseen uudiskäyttöön tornimuuntamo soveltuu luontevimmin. Tämän jälkeen tekstissä perehdytään tornimuuntamoihin erityisesti asuinkäytön kohteena ja sovelletaan muun muassa lakiperustaisia ja ohjeellisia mitoituksia tornimuuntamoiden asuinkäytön suunnitteluun. Osion lopussa pohditaan muun muassa sitä, onko pienissä asuinnoissa asuminen yleistä tulevaisuudessa.
Tutkimuksessa selviää, että tornimuuntamoiden arvo osana kulttuuriympäristöä on tunnistettu aiheen kirjallisuudessa vain paikoin. Tutkimuksen tuloksena todetaan myös, että tornimuuntamoiden suojelua ei tapahdu säännönmukaisesti ja kohderakennusten arvo on usein vaikea tunnistaa. Uudiskäytön tapoja tornimuuntamoille on runsaasti. Työssä erityisesti havaitaan, että asuinkäytön potentiaali on olemassa ja tornimuuntamoon on mahdollista suunnitella toimiva asunto. Työssä kuitenkin tunnistetaan tornimuuntamoiden suojelun ja uudiskäytön ongelmia sekä todetaan, että kohderakennusten arvostukseen ja niihin kohdistuviin toimenpiteisiin ei luultavasti tule suuria muutoksia tulevaisuudessa.";NO;The thesis is a bachelor's study on transformer tower buildings in the Tampere region, with no indication of Nokia collaboration, commissioning, or employment.
5G Authentication in Private Networks;Tampere University;Hoti, Pranvera;2024;0;https://trepo.tuni.fi/handle/10024/155600;No abstract available;NO;The provided thesis page text contains no indication that the work was commissioned by, conducted with, or done at Nokia.
